message,dtTime,userID,user,type,episode
钞能力使我们相聚,45.91,fefe7e88,fefe7e88,2,2
2.5的喜悦,45.961,3ec27ee6,3ec27ee6,2,2
年费半价加免费b币的嚣张,45.974,62853f4,62853f4,2,2
fgyhijgtjhhgyhu,45.979,ed71a910,ed71a910,2,2
2.5留下痕迹,46.199,15ac8b70,15ac8b70,2,2
留名,46.204,1bcd27be,1bcd27be,2,2
来自富贵人的微笑,46.353,329b066e,329b066e,2,2
借同学的账号,46.36,7e57fbb5,7e57fbb5,2,2
富有的微笑,46.848,6544966c,6544966c,2,2
纪念2.5B币,46.997,6be9bac3,6be9bac3,2,2
富贵的微笑,47.018,326730c1,326730c1,2,2
合影留念,47.244,ab58968b,ab58968b,2,2
五元弹幕,47.482,721a3e50,721a3e50,2,2
2.5！！！哈哈哈,47.574,53e280cc,53e280cc,2,2
2.5的弹幕,47.705,a6666cae,a6666cae,2,2
破产的微笑,47.918,ef5a90b3,ef5a90b3,2,2
2.5   有钱！！！,47.999,6e23c3f4,6e23c3f4,2,2
年费嚣张的路过,48.122,9741f45b,9741f45b,2,2
好烦啊 总是有这种弹幕,48.148,bde23255,bde23255,2,2
温馨提示屏蔽观看更佳,48.558,5e5b93ec,5e5b93ec,2,2
年费嚣张的微笑,49.256,b6543186,b6543186,2,2
2.5嫖一次,49.339,2258d1bb,2258d1bb,2,2
会员？,49.849,ec205ee6,ec205ee6,2,2
留下足迹（看不到我）、,49.903,264b408d,264b408d,2,2
五块钱,50.12,f28756a2,f28756a2,2,2
都花了钱了留下点足迹,50.44,55e03f6a,55e03f6a,2,2
2.5,50.758,970f5046,970f5046,2,2
气氛逐渐嚣张了起来,50.758,48798993,48798993,2,2
2.8币的弹幕,50.793,80212978,80212978,2,2
2.5 的微笑,50.918,20e9dd43,20e9dd43,2,2
你们也太嚣张了吧,50.947,4c2d653f,4c2d653f,2,2
2.5B的弹幕,50.957,60ea0906,60ea0906,2,2
啊 吓死我了,51.097,fa267043,fa267043,2,2
怎么发送不了颜色弹幕,51.231,c839853,c839853,2,2
朋友的年费恶势力,51.318,d3a82d67,d3a82d67,2,2
wdnmd你们真的啊,51.658,b057f55e,b057f55e,2,2
98买了年费的微笑,51.692,85a31c2,85a31c2,2,2
2.5,51.718,1eef4c0a,1eef4c0a,2,2
2.5的微笑,52.264,495622d4,495622d4,2,2
我0元,52.292,ecb6c495,ecb6c495,2,2
2块5的弹幕留念下,52.47,88b578b9,88b578b9,2,2
2.5 啊,52.821,b7634a3,b7634a3,2,2
花了2.5就为了发个弹幕,52.861,4f130393,4f130393,2,2
注意,52.9,e116aa6e,e116aa6e,2,2
无趣的会员群众♤,53.162,77061431,77061431,2,2
留下点什么吧,53.256,7ef34056,7ef34056,2,2
2.5你好,53.287,532b0c68,532b0c68,2,2
2.5元的微笑,53.57,f3cb6b2,f3cb6b2,2,2
2.5元留个弹幕,53.573,a3135ed2,a3135ed2,2,2
膨胀,53.601,f69acec,f69acec,2,2
就这么嚣张,53.799,d95fcaeb,d95fcaeb,2,2
说话都嚣张点,53.93,bb7d0500,bb7d0500,2,2
合影,53.994,aea57d44,aea57d44,2,2
年度大会员的微笑，不花一分钱,54.139,b4673b69,b4673b69,2,2
年费的微笑,54.205,45a68643,45a68643,2,2
富足而贫穷的假笑,55.139,9e13f670,9e13f670,2,2
露出富有的微笑,55.318,d8d3a44f,d8d3a44f,2,2
2.5而已,55.512,3e5872aa,3e5872aa,2,2
两块五留念,55.744,77194d1,77194d1,2,2
啦啦啦啦,55.744,31c192ef,31c192ef,2,2
微笑,55.851,9.5727E+90,9.5727E+90,2,2
5快,56.518,c7c96673,c7c96673,2,2
嚣张哈哈哈哈,56.539,8d7d68d0,8d7d68d0,2,2
我我我我我我也是,56.601,5717717b,5717717b,2,2
2.5元的弹幕,56.603,6a6182c8,6a6182c8,2,2
这是一条价值2块5的弹幕~~~,56.647,74f8efb9,74f8efb9,2,2
鬼泣5尼禄我爱你,56.938,2345885b,2345885b,2,2
2.5,57.086,3deddc2a,3deddc2a,2,2
2.5路过,57.158,911afbca,911afbca,2,2
拉闸,57.37,3d68b1db,3d68b1db,2,2
哈哈哈哈哈哈哈,57.438,1e30f278,1e30f278,2,2
留点什么吧,58.048,adbef852,adbef852,2,2
年费的嚣张,58.329,b38a6226,b38a6226,2,2
哇嘎嘎嘎,58.718,edbd39f2,edbd39f2,2,2
年份每个月都送,58.828,c8cb6f99,c8cb6f99,2,2
2.5元的弹幕,59.06,4bdf3fa6,4bdf3fa6,2,2
电影院在来一遍,59.471,6c9f39bf,6c9f39bf,2,2
年费返B币的微笑,59.562,dd8190b1,dd8190b1,2,2
2.5的无所畏惧,61.184,ed108d07,ed108d07,2,2
两块五报道,61.209,7a73cee8,7a73cee8,2,2
有善的2.5元,61.671,42fa5f86,42fa5f86,2,2
年费的力量,61.718,a3d1d241,a3d1d241,2,2
两块五的嚣张,61.974,17167334,17167334,2,2
我来啦,62.024,2a9e74c5,2a9e74c5,2,2
哈哈,62.142,8448b79a,8448b79a,2,2
大家好,62.193,6577f526,6577f526,2,2
我就很好，不留足迹Σ( ﾟωﾟ；,62.552,6d772d0e,6d772d0e,2,2
发个弹幕,62.565,69ebefe6,69ebefe6,2,2
钞能力,62.783,bad6aa36,bad6aa36,2,2
5快钱，不发白不发,63.67,29b4c987,29b4c987,2,2
哈哈哈哈哈哈笑死了这个也太贵了,64.408,532b0c68,532b0c68,2,2
嚣张,64.793,c0983f02,c0983f02,2,2
눈_눈,64.896,d242b6ad,d242b6ad,2,2
2.5,65.154,a500daf4,a500daf4,2,2
`富裕的微笑,65.289,95639c3,95639c3,2,2
发个弹幕啦啦啦啦阿拉啦,65.55,4528c6e0,4528c6e0,2,2
前排提示 屏蔽2.5和5,65.61,75b81756,75b81756,2,2
2.5的微笑,65.973,71253921,71253921,2,2
这条弹幕块钱,66.017,539e4626,539e4626,2,2
2.5元弹幕,66.707,855a96ac,855a96ac,2,2
年费一年了第一次用b2.5,67.627,75b311d2,75b311d2,2,2
年费的味道,67.638,5035cee9,5035cee9,2,2
5块，你好,67.73,44fdeb88,44fdeb88,2,2
2.5,67.996,ff9578af,ff9578af,2,2
价值5块钱的弹幕,68.245,4feb2a7c,4feb2a7c,2,2
我是年费，厉害吧，弟弟们,68.497,1f65f522,1f65f522,2,2
嚣张一下,68.903,f12bd2d9,f12bd2d9,2,2
blibli越做越大,68.943,f83aeb4,f83aeb4,2,2
年费会员使我们相聚,69.004,a9ecac24,a9ecac24,2,2
大家好，我是老四,69.12,1382bc5a,1382bc5a,2,2
年费使我快乐,70.364,724b5743,724b5743,2,2
为了2.5，合影,70.59,41dda13c,41dda13c,2,2
2.5一条发发发,71.06,6adbdfb3,6adbdfb3,2,2
2.5的力量,71.601,fbad56dc,fbad56dc,2,2
嚣张,71.939,fdfa418f,fdfa418f,2,2
2.5只为了发个弹幕,72.324,ee8277dd,ee8277dd,2,2
2.5,72.682,ed276402,ed276402,2,2
。。。,72.876,c15c8f32,c15c8f32,2,2
可以不买，但没必要,73.158,1dd141fa,1dd141fa,2,2
不行2.5花了当然要留个印子啊,73.413,eead6f4e,eead6f4e,2,2
为什么不是满屏？,73.648,c3c59c50,c3c59c50,2,2
5块，去吧！,74.478,f3dcf0d5,f3dcf0d5,2,2
鬼知道后天到期,75.393,862bb695,862bb695,2,2
为了2.5,75.393,862bb695,862bb695,2,2
5元券了解哈,75.442,6233e8d4,6233e8d4,2,2
2.5还行,75.541,31c192ef,31c192ef,2,2
hahhhhh,75.755,3d68b1db,3d68b1db,2,2
给我的五块留下个印记,75.91,a20979ca,a20979ca,2,2
逐渐嚣张,76.219,3474bb58,3474bb58,2,2
：）,76.327,258b7b6e,258b7b6e,2,2
留,76.46,10933f21,10933f21,2,2
哈喽，大家好，我是会员,76.678,db94a87b,db94a87b,2,2
嚣张极了,76.779,fdfa418f,fdfa418f,2,2
2.5,76.872,388ee185,388ee185,2,2
支持正版,77.48,c67e0cf0,c67e0cf0,2,2
砸瓦卢多！！！！,78.366,29cee324,29cee324,2,2
智障啊,78.671,d5cc5d24,d5cc5d24,2,2
为啥握我是5块买的，你们2.5,78.922,44fdeb88,44fdeb88,2,2
就剩2.5了 全给他了 不发一个弹幕有点亏,79.1,4b6a3700,4b6a3700,2,2
2.5的微笑,79.173,22e878d9,22e878d9,2,2
五块钱的弹幕,79.182,1c4e6769,1c4e6769,2,2
98kuai,79.353,4fd31f11,4fd31f11,2,2
额哈哈哈哈哈哈,79.798,f53cb873,f53cb873,2,2
冲冲冲,80.511,4de3c3e0,4de3c3e0,2,2
上层资本主义人士的微笑,81.197,329b066e,329b066e,2,2
我的2.5啊,81.616,2440d35f,2440d35f,2,2
年费返5b的微笑,81.653,748da8ea,748da8ea,2,2
5块钱,84.16,9cfd8670,9cfd8670,2,2
这是什么颜色？,84.275,7a15715a,7a15715a,2,2
会员的微笑,85.411,f32dfd49,f32dfd49,2,2
来自2.5的微笑,85.695,6f55cb5f,6f55cb5f,2,2
两块五的观看机会，发个弹幕纪念一下,85.739,52c9e381,52c9e381,2,2
富有的弹幕,86.029,e2a78380,e2a78380,2,2
98块稳,86.113,4fd31f11,4fd31f11,2,2
突然发现自己的B币9号过期，赶紧用赶紧用,86.215,258b7b6e,258b7b6e,2,2
花了钱的,86.572,b37fbcf3,b37fbcf3,2,2
2.5,86.6,2b8d69e5,2b8d69e5,2,2
2.5元 反正是送的,86.69,57f3c644,57f3c644,2,2
2.5,87.543,3d89556c,3d89556c,2,2
2.5,87.809,58c185fa,58c185fa,2,2
替身使者哈哈哈哈哈哈哈哈哈哈,87.905,f6a309bd,f6a309bd,2,2
年费的微笑,88.218,e51da0c7,e51da0c7,2,2
快乐吗兄弟们,88.409,378b9a18,378b9a18,2,2
新人来报道，第一次花B币,88.533,99c2f928,99c2f928,2,2
让我看看这2块5的弹幕值不值,90.062,23534502,23534502,2,2
纪念一下,90.581,4fbca973,4fbca973,2,2
3.31,90.991,cb44a289,cb44a289,2,2
2.5,91.032,955d8ab,955d8ab,2,2
年费的嚣张~,94.474,3deddc2a,3deddc2a,2,2
年嚣张费的微笑,96.714,b6543186,b6543186,2,2
我决定发条弹幕以表示我花了2.5,97.707,14b5b7f,14b5b7f,2,2
给大家介绍一下2.5元的弹幕长什么样,99.983,9b024241,9b024241,2,2
樱桃红我喜欢，年会员的b叼,100.798,295bebb,295bebb,2,2
年会的微笑,102.299,52c9e381,52c9e381,2,2
钞能力的微笑,102.378,dd812992,dd812992,2,2
然后生下了孙一峰,102.841,3f39472b,3f39472b,2,2
for2.5,103.198,1999575d,1999575d,2,2
2.5,103.241,b8c6eebb,b8c6eebb,2,2
2.5的嚣张,103.528,dab7b03f,dab7b03f,2,2
两块五纪念一下,103.595,e9c64127,e9c64127,2,2
他要免费我也没办法_(:::з」∠)_嘤嘤嘤,104.078,c67e391d,c67e391d,2,2
这是我大哥孙一峰,104.479,c354903,c354903,2,2
好了好了在座的各位都是会员，低调,104.624,4f212085,4f212085,2,2
弹幕很贵嘛,106.038,880b77cc,880b77cc,2,2
2.5的足记,106.826,2a678e2e,2a678e2e,2,2
2.5的微笑,107.215,4f404179,4f404179,2,2
二点五们好,107.626,90e132d0,90e132d0,2,2
大家嚣张一点,107.939,52c9e381,52c9e381,2,2
这可是两块五啊,108.11,d8bc813e,d8bc813e,2,2
。。。。,108.361,25c6c385,25c6c385,2,2
5块印记,108.443,e9596c58,e9596c58,2,2
半价的嚣张,109.303,e51da0c7,e51da0c7,2,2
付费留恋,109.398,323cd33d,323cd33d,2,2
年费的微笑,109.738,f2ff3cef,f2ff3cef,2,2
2.5B,110.054,7844f6d8,7844f6d8,2,2
第一次看需要注意什么？,110.517,4b6a3700,4b6a3700,2,2
五元的足迹,110.62,ad581e56,ad581e56,2,2
2.5,110.715,30f8dbf6,30f8dbf6,2,2
年费的微笑,111.701,af9b9372,af9b9372,2,2
富有的微笑,111.881,25c6c385,25c6c385,2,2
价值五块的弹幕+10086,112.01,9019b6e3,9019b6e3,2,2
23333纪念我2块5,113.302,bcaa415c,bcaa415c,2,2
2.5的微笑,118.541,e4090dc5,e4090dc5,2,2
我来发发弹幕,119.28,a528df29,a528df29,2,2
两块五啊两块五，我们都有两块五！,119.705,759af377,759af377,2,2
年费嚣张,119.837,95639c3,95639c3,2,2
2.5,121.72,4f404179,4f404179,2,2
无论会员都得付费,121.96,85d7ccff,85d7ccff,2,2
来自两块五的微笑,122.595,104ed13e,104ed13e,2,2
2.5b,124.371,9d5bc1be,9d5bc1be,2,2
可以透一透,124.669,1f65f522,1f65f522,2,2
2.5B,127.055,9b8bb823,9b8bb823,2,2
只有我5B吗,127.919,d91690d,d91690d,2,2
这是一条价值5块的弹幕,133.457,2eccb92b,2eccb92b,2,2
留个字幕表示来过,135.876,64262f8b,64262f8b,2,2
✧٩(ˊωˋ*)و✧,139.398,e4771961,e4771961,2,2
2.5的弹幕出现啦！,146.267,ae729ecc,ae729ecc,2,2
嚣张,149.416,2e94165f,2e94165f,2,2
留个记恋,153.061,50415322,50415322,2,2
q,153.322,34c7e5a5,34c7e5a5,2,2
嘿嘿,153.401,2b2d3459,2b2d3459,2,2
既然我花了钱那就多看几遍吧,154.19,f9dc71f1,f9dc71f1,2,2
5块纪念,154.452,38b87f6c,38b87f6c,2,2
2 5,154.673,ec0f071a,ec0f071a,2,2
期限qwq,155.178,87307476,87307476,2,2
2.5元一条弹幕,155.206,8bbc55e0,8bbc55e0,2,2
2.5,156.019,4da26f63,4da26f63,2,2
弹幕(≧▽≦),156.578,2ee2b427,2ee2b427,2,2
价值2.5的弹幕,156.638,8db1e2e2,8db1e2e2,2,2
五块钱的微笑,156.78,ad9a6f0d,ad9a6f0d,2,2
付费观影留念,157.539,c1ca518c,c1ca518c,2,2
得得得,158.075,44f6ac37,44f6ac37,2,2
哈哈哈,158.082,4961a215,4961a215,2,2
2.5留盐,158.441,e6206621,e6206621,2,2
地方的,159.218,6220e364,6220e364,2,2
这期限还必须嚣张留恋,159.53,b517f475,b517f475,2,2
啊,159.961,35a968e0,35a968e0,2,2
富裕使我们相遇啊小老弟们,160.37,818ffd8b,818ffd8b,2,2
五块钱留个纪念,161.12,ad9a6f0d,ad9a6f0d,2,2
2.5 一条的弹幕,161.361,bc78caa1,bc78caa1,2,2
会员的微笑,161.978,753cb4aa,753cb4aa,2,2
2.5 23333,162.048,90bd9342,90bd9342,2,2
5元弹幕,162.739,42fbe52e,42fbe52e,2,2
付费后的弹幕留念,163.82,7be2798f,7be2798f,2,2
袁华的，你可真是嘴抹了蜜,164.518,c1c64713,c1c64713,2,2
~,164.585,aa5e5e35,aa5e5e35,2,2
我是一只小猫咪,164.638,24808bf1,24808bf1,2,2
2.5的微笑,164.873,83544551,83544551,2,2
我是五块钱,165.318,6fd335f7,6fd335f7,2,2
年费的微笑,165.338,f0b49a6,f0b49a6,2,2
付费弹幕,165.354,d401b6c6,d401b6c6,2,2
嚣张,165.518,82cbccb,82cbccb,2,2
不就是2.5吗？ 你们在乎吗233,165.795,21f59ce3,21f59ce3,2,2
嘿嘿,165.916,968dceb1,968dceb1,2,2
我记得之前不用钱的啊,166.316,dafd6bb3,dafd6bb3,2,2
2.5元嚣张留念,166.597,4e5508ef,4e5508ef,2,2
希望今晚能看完,166.625,f3ac3d39,f3ac3d39,2,2
邪恶的黄色( *・ω・),166.883,6d85576a,6d85576a,2,2
会员的微笑,166.999,3161d934,3161d934,2,2
在座的各位都是会员说话嚣张点,167.494,cc796ef1,cc796ef1,2,2
滑稽,168.02,3213d468,3213d468,2,2
十年大会员路过,168.021,83a7bb90,83a7bb90,2,2
花了2.5必须留下点什么,168.775,571a272f,571a272f,2,2
完美,169.344,67ffb133,67ffb133,2,2
很嚣张，有钱人,169.728,5a3fecfc,5a3fecfc,2,2
emmm,169.898,43667eea,43667eea,2,2
年度嚣张的微笑,169.918,1b37ee78,1b37ee78,2,2
我是年费会员 然后我付了费才发现年费免费看,170.127,e806690a,e806690a,2,2
かわいい子犬。,170.205,1.08974E+06,1.08974E+06,2,2
沙比弹幕有完没完了，电影都开场多久了还在刷？几块钱,170.752,d82e42ba,d82e42ba,2,2
大爷的2.5个大洋,170.781,f1de4898,f1de4898,2,2
2.5微笑,170.944,60c92622,60c92622,2,2
年费的微笑,171.7,26625375,26625375,2,2
买了，还钱,171.862,56e0e635,56e0e635,2,2
赚了,172.283,53a057e2,53a057e2,2,2
2.5,172.526,4f404179,4f404179,2,2
年费的微笑,173.435,84b44982,84b44982,2,2
年费的猖狂,173.883,913cac73,913cac73,2,2
年费破产微笑,174.021,a27e82d3,a27e82d3,2,2
付费弹幕,175.291,e6d87340,e6d87340,2,2
~,175.645,e5a40b3b,e5a40b3b,2,2
2.5买了,176.067,83c759a4,83c759a4,2,2
付费弹幕,176.606,855a96ac,855a96ac,2,2
嚣张的一啊！！！！,176.961,c2bb75e9,c2bb75e9,2,2
趁机抱走艾米莉亚,177.078,869a455f,869a455f,2,2
花了钱就嚣张一点嘛,177.529,aa511f34,aa511f34,2,2
很嚣张，有钱人,177.664,5a3fecfc,5a3fecfc,2,2
事后~,177.745,c8dd6f13,c8dd6f13,2,2
2.5留念,177.769,42ba828,42ba828,2,2
有点可爱,178.278,398defea,398defea,2,2
可爱,178.965,252cc962,252cc962,2,2
留下痕迹,180.394,49e75bd7,49e75bd7,2,2
留个念想,180.97,2843d660,2843d660,2,2
留个弹幕，花了我巨额2.5,181.566,4ad9680b,4ad9680b,2,2
2.5dweixiao,181.668,753a42ef,753a42ef,2,2
花了5块,182.598,c56fba9a,c56fba9a,2,2
2.5留个纪念,183.086,16e43d51,16e43d51,2,2
露出嚣张的表情,184.215,770cac83,770cac83,2,2
2.5wawa,184.92,38db446d,38db446d,2,2
嘿嘿嘿,185.461,ee71ae40,ee71ae40,2,2
证明我来过,185.738,13a916fe,13a916fe,2,2
留影，过两天就看不了了,187.773,7192c3aa,7192c3aa,2,2
极其嚣张,187.918,d0db20a3,d0db20a3,2,2
2.5,189.396,fae79a01,fae79a01,2,2
2.5留下痕迹,189.672,38db446d,38db446d,2,2
2.5留念,189.96,41852e2a,41852e2a,2,2
留个足迹,192.456,8894712e,8894712e,2,2
注意下说话的态度！大家都是有钱人,192.512,19d19734,19d19734,2,2
代表着土豪的颜色,192.659,52c9e381,52c9e381,2,2
年度的嚣张,193.918,272b7f94,272b7f94,2,2
来了,200.202,b95e38f7,b95e38f7,2,2
留影,200.438,18f0fed1,18f0fed1,2,2
过两天就看不了了，留个爪印,202.707,d1f199c5,d1f199c5,2,2
再来一条（价值两块五）,205.504,f4765d8a,f4765d8a,2,2
2.5留个纪念,213.223,1e14d57f,1e14d57f,2,2
花了2.5巨资,214.599,f07f7cfa,f07f7cfa,2,2
 流年,214.698,4bf64a7,4bf64a7,2,2
5块钱的，留个记恋,215.64,50415322,50415322,2,2
我下个年会员都没了，还生活费,216.491,7f325bf7,7f325bf7,2,2
年会的微笑,218.398,7fd14d38,7fd14d38,2,2
你一个月就五块钱吗,219.381,4996cdfd,4996cdfd,2,2
莫名嚣张,220.962,948981bb,948981bb,2,2
。。。。,222.641,77ab8e04,77ab8e04,2,2
……,223.713,daf54b8b,daf54b8b,2,2
年费会员免费B币，嚣张至极,225.024,ea548a,ea548a,2,2
不是我说，在座的各位都是年费,225.162,1.08974E+06,1.08974E+06,2,2
留念❤,226.594,bd430a06,bd430a06,2,2
年会的微笑,227.3,559ec782,559ec782,2,2
不亏,227.863,b6bfc0d3,b6bfc0d3,2,2
嚣张就是嚣张,227.938,6f4ca97,6f4ca97,2,2
。。,228.454,4f2d70c4,4f2d70c4,2,2
超大量粉花,228.682,948981bb,948981bb,2,2
不差钱Ψ(￣(ｴ)￣)Ψ,229.158,85fa7639,85fa7639,2,2
你们都是2.5？为啥我是5块？？？,230.053,b0fc53c,b0fc53c,2,2
留个纪念吧 3月30,230.462,fe83aad,fe83aad,2,2
留脚印呜呜呜,230.935,fa01b4f9,fa01b4f9,2,2
。。。。。,233.327,fd5d9ec4,fd5d9ec4,2,2
他们这样发就是这个意思，证明小破站比其他良心点,234.807,32058241,32058241,2,2
2.5,236.539,6728e6c8,6728e6c8,2,2
2.5的微笑,236.853,4f404179,4f404179,2,2
都花了5块钱了,238.061,da310c79,da310c79,2,2
五块咋滴也得发条弹幕留个念,238.62,491988a0,491988a0,2,2
。。,240.432,61240798,61240798,2,2
啦啦啦~~~~,240.853,db42d2c8,db42d2c8,2,2
留念在B站花钱看电影,243.303,4ab053d2,4ab053d2,2,2
付费弹幕，发一条纪念纪念,244.178,55d1b96,55d1b96,2,2
2.5,244.219,cfd5748e,cfd5748e,2,2
战狼冷锋,244.497,7eee946d,7eee946d,2,2
电脑配件的那位，你是魔鬼吗？,246.486,52c9e381,52c9e381,2,2
啊哈,246.636,91c2a032,91c2a032,2,2
有钱  哼嗯哼,246.696,4ab053d2,4ab053d2,2,2
嘿嘿，希尔薇,247.038,3cce4b53,3cce4b53,2,2
这个颜色好卡,248.079,8d7d68d0,8d7d68d0,2,2
大家都是有钱人说话嚣张点（金钱色）,248.118,c22ee30b,c22ee30b,2,2
大家都是付费，能别发了嘛，2.5而已,248.675,803527cc,803527cc,2,2
o,248.825,fc25187,fc25187,2,2
不理球球邓布利多,248.881,367415eb,367415eb,2,2
嚣张,249.217,76b42379,76b42379,2,2
年费的奸笑嘻嘻嘻嘻嘻嘻嘻,250.024,42afc91,42afc91,2,2
2块5的弹幕,250.104,2bf3e200,2bf3e200,2,2
二块五的弹幕,250.197,ab9f9f54,ab9f9f54,2,2
233333,251.886,a10de922,a10de922,2,2
为什么亚都念做a？,252.942,ed1d4fb,ed1d4fb,2,2
我是你老婆不认识？,253.035,c2bb75e9,c2bb75e9,2,2
年费加免费的微笑:）,253.102,17138b44,17138b44,2,2
大家好啊,253.27,91c2a032,91c2a032,2,2
2.5块恍恍惚惚,253.42,8912a21,8912a21,2,2
付费电影有必要发条弹幕,255.373,440f52a4,440f52a4,2,2
我现在是什么颜色,256.962,c464d5a,c464d5a,2,2
花了2.5元留下一段,257.076,ff614a1,ff614a1,2,2
年费微笑,257.338,aa0ea8b4,aa0ea8b4,2,2
2.5,257.643,689de7ff,689de7ff,2,2
花个2.5看电影没完没了了？？？？？真的烦,257.948,bc818c99,bc818c99,2,2
哇哦,258.112,f362240c,f362240c,2,2
你应该问为什么a翻译成亚,259.919,279da79a,279da79a,2,2
是什么使我们相遇,260.077,30cc79a2,30cc79a2,2,2
弹幕护体,262.118,295bebb,295bebb,2,2
没有弹幕吗...,262.593,3b4b0407,3b4b0407,2,2
花了五块！我也发个巨额弹幕！,263.91,86b66397,86b66397,2,2
发,264.067,d4fb4d2a,d4fb4d2a,2,2
发弹幕,264.801,d20076c1,d20076c1,2,2
价值2.5的弹幕,265.216,647bc97f,647bc97f,2,2
发个弹幕表示不亏这2.5,265.458,a960ded6,a960ded6,2,2
嘤嘤嘤,265.678,706b96eb,706b96eb,2,2
2.5啊,265.702,bd1e6e10,bd1e6e10,2,2
。。。,265.725,19c45bab,19c45bab,2,2
嚣张一下,265.758,d5450fae,d5450fae,2,2
难得来条弹幕吧，毕竟价值两块五,265.835,ccb3a5d9,ccb3a5d9,2,2
听说要发弹幕,265.878,5fc57769,5fc57769,2,2
发个两块五的弹幕,266.617,8bbe9b7d,8bbe9b7d,2,2
发弹幕,266.834,58c5bc6c,58c5bc6c,2,2
表情逐渐嚣张起来,267.358,fa9082cf,fa9082cf,2,2
大家都是有钱人说话低调点,267.363,8fe9aa63,8fe9aa63,2,2
2:5的会员笑声,267.462,9edc2981,9edc2981,2,2
2.5弹幕嘻嘻,267.478,6715bd35,6715bd35,2,2
发个友善的弹幕纪念一下,267.539,818f78ab,818f78ab,2,2
。,267.582,314ea195,314ea195,2,2
2.5一条拉！,267.886,8bbc55e0,8bbc55e0,2,2
留下足迹,268.001,f2cb1b64,f2cb1b64,2,2
两块五的弹幕,268.184,33caac1a,33caac1a,2,2
发个弹幕,268.46,4a238ef3,4a238ef3,2,2
留下足迹,268.525,620478a8,620478a8,2,2
5块钱,268.806,11f7407c,11f7407c,2,2
你们弹幕怎么回事・_・?,268.913,daf54b8b,daf54b8b,2,2
媽耶，付費彈幕!,268.918,ee7b193d,ee7b193d,2,2
第一次发这么嚣张的弹幕,269.006,aa93a2ee,aa93a2ee,2,2
留个纪念,269.356,e491f3a0,e491f3a0,2,2
这个弹幕5块，你们帮我记好了,269.379,acac9dae,acac9dae,2,2
2.5,269.381,dde376cf,dde376cf,2,2
价值2.5的弹幕,269.589,1b5dd0dc,1b5dd0dc,2,2
l？？,269.708,3231b3c5,3231b3c5,2,2
昨天愚人节98大会员唉值,269.859,da8c1921,da8c1921,2,2
2.5,269.942,da03d104,da03d104,2,2
这条弹幕两块五！,269.958,c441fb32,c441fb32,2,2
哈哈哈哈哈哈极度嚣张,269.998,24871280,24871280,2,2
付费的 必须发条弹幕,269.999,fa34e45e,fa34e45e,2,2
为什么我年费不能免费看,270.156,9b4df736,9b4df736,2,2
哈哈哈,270.241,39611853,39611853,2,2
两块五的弹幕,270.268,961c5a89,961c5a89,2,2
大家都是会员硬气点,270.286,fad20be4,fad20be4,2,2
五块弹幕了解？,270.293,eac1d9c5,eac1d9c5,2,2
纪念我的2.5软妹币,270.31,f080e50b,f080e50b,2,2
五块的弹幕O(∩_∩)O,270.411,f3dcf0d5,f3dcf0d5,2,2
花q花q，嘤嘤嘤，花q花q，喵喵喵,270.438,f71efbd0,f71efbd0,2,2
发个弹幕留恋下,270.578,8edf3694,8edf3694,2,2
唉足迹,270.658,f94a63d3,f94a63d3,2,2
留下足迹,270.698,4c1b449,4c1b449,2,2
富有的微笑,271.105,f4eb23c,f4eb23c,2,2
贵死了,271.148,64975651,64975651,2,2
五块钱,271.198,9019b6e3,9019b6e3,2,2
说的对,271.243,93378c63,93378c63,2,2
嘤嘤嘤,271.253,e615c068,e615c068,2,2
。。,271.489,533b0f12,533b0f12,2,2
发个弹幕证明我花过五元钱,271.588,ca884f0d,ca884f0d,2,2
嘤嘤嘤,271.679,5da04ad0,5da04ad0,2,2
2.5的微笑,271.745,5392b9e,5392b9e,2,2
柯鑫雨我喜欢你,271.8,114538ba,114538ba,2,2
2.5,271.808,f562491c,f562491c,2,2
全宇宙都会说英语,271.957,f8c002b9,f8c002b9,2,2
踩,272.15,be41ff0,be41ff0,2,2
留下足迹,272.225,3a1d4fd3,3a1d4fd3,2,2
五块的弹幕，留个纪念,272.362,1ef08db6,1ef08db6,2,2
2.5元的弹幕,272.385,13b91b3a,13b91b3a,2,2
发个嚣张的弹幕,272.51,72a78301,72a78301,2,2
哈哈哈哈,272.626,450a2035,450a2035,2,2
233333,272.629,68626a9d,68626a9d,2,2
年会的微笑,272.74,ae9d0536,ae9d0536,2,2
留影留影,272.83,27760688,27760688,2,2
来来来，嚣张一下,272.871,d928ba02,d928ba02,2,2
来点弹幕不能浪费,273.278,67cf1a40,67cf1a40,2,2
留下足迹,273.341,f2cb1b64,f2cb1b64,2,2
5块呀,273.365,e221334f,e221334f,2,2
发个2.5的弹幕,273.374,af15852,af15852,2,2
我在这里走过 步伐极其嚣张,273.426,d9a38cf0,d9a38cf0,2,2
你们够了,273.601,5e7ce7ef,5e7ce7ef,2,2
五块的弹幕啊,273.622,666699c1,666699c1,2,2
爱手艺大神？,274.261,937db0be,937db0be,2,2
我发了一个五块的弹幕。。。。,274.28,d85d8dc8,d85d8dc8,2,2
弹幕表示一下吧，比较掏了钱,274.398,b4fb6a7d,b4fb6a7d,2,2
留下了年会的眼泪,275.031,61a54c27,61a54c27,2,2
都是会员，给我嚣张点,275.321,bed935f6,bed935f6,2,2
